"Word"	"Duration"	"Speaker"	"File"	"POS"	"Ideal"	"Surface"	"ParseIdeal"	"ParseSurface"	"Prepausal"	"SylNIdeal"	"SylNSurface"	"StressGuess"	"TimeInto"	"IsYoung"	"IsMale"	"IntIsMale"
"that"	195	3	"02a"	"IN"	"D{t"	"DVt"	"D{t"	"DVt"	0	1	1	"1"	351.8151	0	1	1
"that's"	329	3	"02a"	"DT_VBZ"	"D{ts"	"t{ts"	"D{ts"	"t{ts"	0	1	1	"1"	352.0092	0	1	1
"a"	66	3	"02a"	"DT"	"1"	"V"	"1"	"V"	0	1	1	"0"	352.3363	0	1	1
"cause"	1032	3	"02a"	"NN"	"kQz"	"kQz"	"kQz"	"kQz"	0	1	1	"1"	352.4021	0	1	1
"uh"	104	3	"02a"	"UH"	"V"	"V"	"V"	"V"	0	1	1	"1"	353.4325	0	1	1
"a"	204	3	"02a"	"DT"	"1"	"1"	"1"	"1"	0	1	1	"0"	353.5363	0	1	1
"it"	282	3	"02a"	"PRP"	"It"	"It"	"It"	"It"	1	1	1	"1"	353.74	0	1	1
"they"	521	3	"02a"	"PRP"	"D1"	"D1"	"D1"	"D1"	0	1	1	"1"	355.8525	0	1	1
"as"	291	3	"02a"	"IN"	"{z"	"{z"	"{z"	"{z"	0	1	1	"1"	356.3725	0	1	1
"a"	103	3	"02a"	"DT"	"1"	"V"	"1"	"V"	0	1	1	"0"	356.6625	0	1	1
"uh"	429	3	"02a"	"UH"	"V"	"V"	"V"	"V"	1	1	1	"1"	357.4783	0	1	1
"and"	81	3	"02a"	"CC"	"{nd"	"E"	"{nd"	"E"	0	1	1	"0"	358.6472	0	1	1
"this"	222	3	"02a"	"DT"	"DIs"	"DIs"	"DIs"	"DIs"	0	1	1	"1"	358.728	0	1	1
"was"	156	3	"02a"	"VBD"	"wVz"	"wVs"	"wVz"	"wVs"	0	1	1	"1"	358.9484	0	1	1
"kind"	249	3	"02a"	"NN"	"k2nd"	"kVn"	"k2nd"	"kVn"	0	1	1	"1"	359.1024	0	1	1
"of"	76	3	"02a"	"IN"	"Vv"	"Vv"	"Vv"	"Vv"	0	1	1	"1"	359.3503	0	1	1
"a"	60	3	"02a"	"DT"	"1"	"V"	"1"	"V"	0	1	1	"0"	359.4247	0	1	1
"happenstance"	959	3	"02a"	"NN"	"h{pVnst{ns"	"h{pVnst{nt"	"h{.pVns.t{ns"	"h{.pVns.t{nt"	0	3	3	"102"	359.4841	0	1	1
"it"	100	3	"02a"	"PRP"	"It"	"IR"	"It"	"IR"	0	1	1	"1"	360.437	0	1	1
"this"	190	3	"02a"	"DT"	"DIs"	"DIs"	"DIs"	"DIs"	0	1	1	"1"	360.9939	0	1	1
"occurred"	673	3	"02a"	"VBD"	"Vk3d"	"Vk3d"	"V.k3d"	"V.k3d"	1	2	2	"01"	361.1825	0	1	1
"as"	186	3	"02a"	"IN"	"{z"	"{z"	"{z"	"{z"	0	1	1	"1"	362.0188	0	1	1
"a"	70	3	"02a"	"DT"	"1"	"V"	"1"	"V"	0	1	1	"0"	362.2029	0	1	1
"result"	596	3	"02a"	"NN"	"rIzVlt"	"rizQlR"	"rI.zVlt"	"ri.zQlR"	0	2	2	"01"	362.272	0	1	1
"of"	119	3	"02a"	"IN"	"Vv"	"Vv"	"Vv"	"Vv"	0	1	1	"1"	362.8645	0	1	1
"a"	160	3	"02a"	"DT"	"1"	"V"	"1"	"V"	0	1	1	"0"	362.9829	0	1	1
"very"	399	3	"02a"	"RB"	"vEri"	"vEri"	"vE.ri"	"vE.ri"	0	2	2	"10"	363.1424	0	1	1
"major"	617	3	"02a"	"JJ"	"m1_3"	"m1Z3"	"m1._3"	"m1.Z3"	0	2	2	"10"	363.5394	0	1	1
"world"	557	3	"02a"	"NN"	"w3ld"	"w3Pd"	"w3ld"	"w3.Pd"	0	1	2	"??"	364.1545	0	1	1
"war"	607	3	"02a"	"NN"	"w5r"	"w5r"	"w5r"	"w5r"	1	1	1	"1"	364.709	0	1	1
"uh"	507	3	"02a"	"UH"	"V"	"V"	"V"	"V"	0	1	1	"1"	366.0158	0	1	1
"so"	451	3	"02a"	"RB"	"s5"	"s5"	"s5"	"s5"	1	1	1	"1"	366.5225	0	1	1
"in"	146	3	"02a"	"IN"	"In"	"In"	"In"	"In"	0	1	1	"0"	367.1956	0	1	1
"in"	147	3	"02a"	"IN"	"In"	"In"	"In"	"In"	0	1	1	"0"	367.67	0	1	1
"terms"	525	3	"02a"	"NNS"	"t3mz"	"t3mz"	"t3mz"	"t3mz"	0	1	1	"1"	367.8161	0	1	1
"of"	175	3	"02a"	"IN"	"Vv"	"Vv"	"Vv"	"Vv"	0	1	1	"1"	368.3387	0	1	1
"them"	345	3	"02a"	"PRP"	"DEm"	"DEm"	"DEm"	"DEm"	0	1	1	"1"	368.5125	0	1	1
"causing"	710	3	"02a"	"VBG"	"kQzIN"	"kQziN"	"kQ.zIN"	"kQ.ziN"	0	2	2	"10"	368.855	0	1	1
"it"	178	3	"02a"	"PRP"	"It"	"It"	"It"	"It"	1	1	1	"1"	369.5625	0	1	1
"it"	95	3	"02a"	"PRP"	"It"	"I"	"It"	"I"	0	1	1	"1"	370.2565	0	1	1
"was"	157	3	"02a"	"VBD"	"wVz"	"wVz"	"wVz"	"wVz"	0	1	1	"1"	370.351	0	1	1
"there"	222	3	"02a"	"EX"	"DEr"	"DEr"	"DEr"	"DEr"	0	1	1	"1"	370.5059	0	1	1
"was"	131	3	"02a"	"VBD"	"wVz"	"wVz"	"wVz"	"wVz"	0	1	1	"1"	370.7258	0	1	1
"a"	31	3	"02a"	"DT"	"1"	"V"	"1"	"V"	0	1	1	"0"	370.8559	0	1	1
"happenstance"	895	3	"02a"	"NN"	"h{pVnst{ns"	"h{pVns{ns"	"h{.pVns.t{ns"	"h{.pVns.{ns"	0	3	3	"102"	370.8859	0	1	1
"and"	170	3	"02a"	"CC"	"{nd"	"En"	"{nd"	"En"	1	1	1	"0"	371.7759	0	1	1
"and"	101	3	"02a"	"CC"	"{nd"	"{n"	"{nd"	"{n"	0	1	1	"0"	372.358	0	1	1
"part"	362	3	"02a"	"NN"	"pQrt"	"pQrR"	"pQrt"	"pQrR"	0	1	1	"1"	372.4575	0	1	1
"of"	42	3	"02a"	"IN"	"Vv"	"V"	"Vv"	"V"	0	1	1	"1"	372.818	0	1	1
"this"	221	3	"02a"	"DT"	"DIs"	"DIs"	"DIs"	"DIs"	0	1	1	"1"	372.8592	0	1	1
"mass"	617	3	"02a"	"NN"	"m{s"	"m{s"	"m{s"	"m{s"	0	1	1	"1"	373.0786	0	1	1
"communication"	913	3	"02a"	"NN"	"kVmjunIk1SVn"	"kImjunIk1SIn"	"kVm.ju.nI.k1.SVn"	"kIm.ju.nI.k1.SIn"	0	5	5	"02010"	373.6939	0	1	1
"we're"	168	3	"02a"	"PRP_VBP"	"wir"	"w3"	"wir"	"w3"	0	1	1	"1"	374.6008	0	1	1
"talking"	443	3	"02a"	"VBG"	"tQkIN"	"tQkIN"	"tQ.kIN"	"tQ.kIN"	0	2	2	"10"	374.768	0	1	1
"about"	332	3	"02a"	"IN"	"Vb6t"	"Vb6"	"V.b6t"	"V.b6"	1	2	2	"01"	375.208	0	1	1
"uh"	405	3	"02a"	"UH"	"V"	"V"	"V"	"V"	1	1	1	"1"	375.936	0	1	1
"began"	773	3	"02a"	"VBD"	"bIg{n"	"big{n"	"bI.g{n"	"bi.g{n"	0	2	2	"01"	376.5755	0	1	1
"with"	290	3	"02a"	"IN"	"wIT"	"wIT"	"wIT"	"wIT"	0	1	1	"1"	377.3457	0	1	1
"them"	377	3	"02a"	"PRP"	"DEm"	"TEm"	"DEm"	"TEm"	1	1	1	"1"	377.6352	0	1	1
"and"	195	3	"02a"	"CC"	"{nd"	"Vn"	"{nd"	"Vn"	0	1	1	"0"	378.419	0	1	1
"yes"	262	3	"02a"	"UH"	"jEs"	"jEs"	"jEs"	"jEs"	0	1	1	"1"	378.6125	0	1	1
"they"	219	3	"02a"	"PRP"	"D1"	"s1"	"D1"	"s1"	0	1	1	"1"	378.8726	0	1	1
"are"	134	3	"02a"	"VBP"	"Qr"	"Ir"	"Qr"	"Ir"	0	1	1	"1"	379.0903	0	1	1
"a"	93	3	"02a"	"DT"	"1"	"V"	"1"	"V"	0	1	1	"0"	379.2235	0	1	1
"major"	448	3	"02a"	"JJ"	"m1_3"	"m1_3"	"m1._3"	"m1._3"	0	2	2	"10"	379.3161	0	1	1
"influence"	528	3	"02a"	"NN"	"InfluVns"	"InflUVn"	"In.flu.Vns"	"In.flU.Vn"	0	3	3	"100"	379.7622	0	1	1
"because"	362	3	"02a"	"IN"	"bIkVz"	"bikV"	"bI.kVz"	"bi.kV"	0	2	2	"01"	380.2868	0	1	1
"we"	123	3	"02a"	"PRP"	"wi"	"wi"	"wi"	"wi"	0	1	1	"1"	380.6465	0	1	1
"were"	120	3	"02a"	"VBD"	"w3"	"wU"	"w3"	"wU"	0	1	1	"0"	380.7684	0	1	1
"talking"	361	3	"02a"	"VBG"	"tQkIN"	"tQkH"	"tQ.kIN"	"tQ.kH"	0	2	2	"10"	380.887	0	1	1
"about"	244	3	"02a"	"IN"	"Vb6t"	"IbQY"	"V.b6t"	"I.bQY"	0	2	2	"01"	381.2468	0	1	1
"numbers"	761	3	"02a"	"NNS"	"nVmb3z"	"nVmb3z"	"nVm.b3z"	"nVm.b3z"	0	2	2	"10"	381.4892	0	1	1
"and"	127	3	"02a"	"CC"	"{nd"	"In"	"{nd"	"In"	0	1	1	"0"	382.2469	0	1	1
"you're"	101	3	"02a"	"PRP_VBP"	"jur"	"jV"	"jur"	"jV"	0	1	1	"1"	382.3727	0	1	1
"talking"	419	3	"02a"	"VBG"	"tQkIN"	"tQkIm"	"tQ.kIN"	"tQ.kIm"	0	2	2	"10"	382.473	0	1	1
"about"	398	3	"02a"	"IN"	"Vb6t"	"b6t"	"V.b6t"	"b6t"	0	2	1	"?"	382.8901	0	1	1
"uh"	277	3	"02a"	"UH"	"V"	"V"	"V"	"V"	1	1	1	"1"	383.2863	0	1	1
"a"	150	3	"02a"	"DT"	"1"	"V"	"1"	"V"	0	1	1	"0"	383.9456	0	1	1
"a"	154	3	"02a"	"DT"	"1"	"V"	"1"	"V"	0	1	1	"0"	384.7856	0	1	1
"greater"	638	3	"02a"	"JJR"	"gr1t3"	"gr1R3"	"gr1.t3"	"gr1.R3"	1	2	2	"10"	384.9395	0	1	1
"inter"	231	3	"02a"	"NN"	"Int3"	"In3"	"In.t3"	"I.n3"	0	2	2	"01"	385.7656	0	1	1
"communication"	934	3	"02a"	"NN"	"kVmjunIk1SVn"	"kFjunIk1SIn"	"kVm.ju.nI.k1.SVn"	"kF.ju.nI.k1.SIn"	1	5	5	"02010"	385.9956	0	1	1
"i'd"	131	3	"02a"	"PRP_MD"	"2d"	"2d"	"2d"	"2d"	0	1	1	"1"	387.6197	0	1	1
"like"	142	3	"02a"	"IN"	"l2k"	"l2k"	"l2k"	"l2k"	0	1	1	"1"	387.7497	0	1	1
"to"	111	3	"02a"	"TO"	"tu"	"tu"	"tu"	"tu"	0	1	1	"1"	387.8901	0	1	1
"go"	121	3	"02a"	"VB"	"g5"	"g5"	"g5"	"g5"	0	1	1	"1"	388.0002	0	1	1
"back"	281	3	"02a"	"RB"	"b{k"	"b{k"	"b{k"	"b{k"	0	1	1	"1"	388.1202	0	1	1
"one"	182	3	"02a"	"CD"	"wVn"	"wVn"	"wVn"	"wVn"	0	1	1	"1"	388.3997	0	1	1
"step"	384	3	"02a"	"NN"	"stEp"	"StEp"	"stEp"	"StEp"	1	1	1	"1"	388.5802	0	1	1
"where"	194	3	"02a"	"WRB"	"wEr"	"w5"	"wEr"	"w5"	0	1	1	"1"	389.4443	0	1	1
"we're"	124	3	"02a"	"PRP_VBP"	"wir"	"w3"	"wir"	"w3"	0	1	1	"1"	389.637	0	1	1
"talking"	481	3	"02a"	"VBG"	"tQkIN"	"tQkIN"	"tQ.kIN"	"tQ.kIN"	0	2	2	"10"	389.7599	0	1	1
"about"	392	3	"02a"	"IN"	"Vb6t"	"Ib6Y"	"V.b6t"	"I.b6Y"	1	2	2	"01"	390.2396	0	1	1
"when"	252	3	"02a"	"WRB"	"wEn"	"hwEn"	"wEn"	"hwEn"	0	1	1	"1"	391.834	0	1	1
"i"	150	3	"02a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	392.0846	0	1	1
"made"	292	3	"02a"	"VBD"	"m1d"	"m1d"	"m1d"	"m1d"	0	1	1	"1"	392.2344	0	1	1
"mention"	443	3	"02a"	"NN"	"mEnSVn"	"mEnJIn"	"mEn.SVn"	"mEnJ.In"	0	2	2	"10"	392.5253	0	1	1
"that"	217	3	"02a"	"IN"	"D{t"	"nVt"	"D{t"	"nVt"	0	1	1	"1"	392.9652	0	1	1
"three"	369	3	"02a"	"CD"	"Tri"	"Tri"	"Tri"	"Tri"	0	1	1	"1"	393.1801	0	1	1
"doors"	572	3	"02a"	"NNS"	"d5rz"	"dQrz"	"d5rz"	"dQrz"	0	1	1	"1"	393.5478	0	1	1
"down"	455	3	"02a"	"IN"	"d6n"	"d6n"	"d6n"	"d6n"	0	1	1	"1"	394.1183	0	1	1
"you"	261	3	"02a"	"PRP"	"ju"	"ju"	"ju"	"ju"	0	1	1	"1"	394.5725	0	1	1
"don't"	231	3	"02a"	"VBP_RB"	"d5nt"	"d5n"	"d5nt"	"d5n"	0	1	1	"1"	394.8327	0	1	1
"even"	252	3	"02a"	"RB"	"ivVn"	"ivVn"	"i.vVn"	"i.vVn"	0	2	2	"10"	395.0625	0	1	1
"know"	162	3	"02a"	"VBP"	"n5"	"n5"	"n5"	"n5"	0	1	1	"1"	395.3125	0	1	1
"who"	210	3	"02a"	"WP"	"hu"	"hu"	"hu"	"hu"	0	1	1	"1"	395.4737	0	1	1
"that"	182	3	"02a"	"DT"	"D{t"	"D{R"	"D{t"	"D{R"	0	1	1	"1"	395.6825	0	1	1
"individual"	644	3	"02a"	"NN"	"IndIvI_uP"	"IndVvI_ul"	"In.dI.vI._u.P"	"In.dV.vI._ul"	0	5	4	"????"	395.8625	0	1	1
"is"	241	3	"02a"	"VBZ"	"Iz"	"Iz"	"Iz"	"Iz"	0	1	1	"1"	396.501	0	1	1
"and"	79	3	"02a"	"CC"	"{nd"	"Vn"	"{nd"	"Vn"	0	1	1	"0"	396.7411	0	1	1
"i"	137	3	"02a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	396.82	0	1	1
"want"	123	3	"02a"	"VBP"	"wQnt"	"wQn"	"wQnt"	"wQn"	0	1	1	"1"	396.9563	0	1	1
"to"	66	3	"02a"	"TO"	"tu"	"nV"	"tu"	"nV"	0	1	1	"1"	397.0777	0	1	1
"stick"	392	3	"02a"	"VB"	"stIk"	"stIk"	"stIk"	"stIk"	0	1	1	"1"	397.1425	0	1	1
"with"	237	3	"02a"	"IN"	"wIT"	"wIT"	"wIT"	"wIT"	0	1	1	"1"	397.5325	0	1	1
"that"	475	3	"02a"	"DT"	"D{t"	"T{t"	"D{t"	"T{t"	1	1	1	"1"	397.7688	0	1	1
"uh"	400	3	"02a"	"UH"	"V"	"V"	"V"	"V"	0	1	1	"1"	398.82	0	1	1
"i"	151	3	"02a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	399.22	0	1	1
"think"	254	3	"02a"	"VBP"	"TINk"	"TINk"	"TINk"	"TINk"	0	1	1	"1"	399.37	0	1	1
"that's"	272	3	"02a"	"DT_VBZ"	"D{ts"	"D{ts"	"D{ts"	"D{ts"	0	1	1	"1"	399.621	0	1	1
"as"	317	3	"02a"	"IN"	"{z"	"{z"	"{z"	"{z"	0	1	1	"1"	401.519	0	1	1
"an"	120	3	"02a"	"DT"	"{n"	"{n"	"{n"	"{n"	0	1	1	"1"	401.8348	0	1	1
"individual"	1023	3	"02a"	"JJ"	"IndIvI_uP"	"IndIvI_uP"	"In.dI.vI._u.P"	"In.dI.vI._u.P"	0	5	5	"20100"	402.0559	0	1	1
"communication"	1026	3	"02a"	"NN"	"kVmjunIk1SVn"	"kVmjun2k1SIn"	"kVm.ju.nI.k1.SVn"	"kVm.ju.n2.k1.SIn"	0	5	5	"02010"	403.0737	0	1	1
"we"	279	3	"02a"	"PRP"	"wi"	"wi"	"wi"	"wi"	0	1	1	"1"	404.0943	0	1	1
"are"	289	3	"02a"	"VBP"	"Qr"	"Qr"	"Qr"	"Qr"	0	1	1	"1"	404.3725	0	1	1
"nearing"	780	3	"02a"	"VBG"	"nIrIN"	"nirIN"	"nI.rIN"	"ni.rIN"	0	2	2	"10"	404.6602	0	1	1
"zero"	938	3	"02a"	"CD"	"zIr5"	"zir5"	"zI.r5"	"zi.r5"	1	2	2	"10"	405.4375	0	1	1
"in"	242	3	"02a"	"IN"	"In"	"In"	"In"	"In"	0	1	1	"0"	406.7511	0	1	1
"terms"	451	3	"02a"	"NNS"	"t3mz"	"t3mz"	"t3mz"	"t3mz"	0	1	1	"1"	406.992	0	1	1
"of"	230	3	"02a"	"IN"	"Vv"	"Vv"	"Vv"	"Vv"	0	1	1	"1"	407.4411	0	1	1
"global"	893	3	"02a"	"JJ"	"gl5bP"	"gl5bP"	"gl5.bP"	"gl5.bP"	0	2	2	"10"	407.6702	0	1	1
"mass"	1045	3	"02a"	"NN"	"m{s"	"m{s"	"m{s"	"m{s"	0	1	1	"1"	408.5602	0	1	1
"communication"	950	3	"02a"	"NN"	"kVmjunIk1SVn"	"kVmjunIk1SIn"	"kVm.ju.nI.k1.SVn"	"kVm.ju.nI.k1.SIn"	0	5	5	"02010"	409.6034	0	1	1
"to"	294	3	"02a"	"TO"	"tu"	"tu"	"tu"	"tu"	0	1	1	"1"	410.5457	0	1	1
"everybody"	759	3	"02a"	"NN"	"EvribVdi"	"EvribQRI"	"E.vri.bV.di"	"E.vri.bQ.RI"	0	4	4	"1020"	410.8389	0	1	1
"inner"	280	3	"02a"	"JJ"	"In3"	"In3"	"I.n3"	"I.n3"	0	2	2	"10"	412.4261	0	1	1
"personal"	906	3	"02a"	"JJ"	"p3sVnP"	"p3SnP"	"p3.sV.nP"	"p3.SnP"	0	3	2	"??"	412.704	0	1	1
"communications"	1033	3	"02a"	"NNS"	"kVmjunIk1SVnz"	"kImjun1k1SInz"	"kVm.ju.nI.k1.SVnz"	"kIm.ju.n1.k1.SInz"	0	5	5	"02010"	413.6078	0	1	1
"that's"	231	3	"02a"	"DT_VBZ"	"D{ts"	"z{ts"	"D{ts"	"z{ts"	0	1	1	"1"	414.6368	0	1	1
"the"	97	3	"02a"	"DT"	"Di"	"sI"	"Di"	"sI"	0	1	1	"0"	414.865	0	1	1
"key"	365	3	"02a"	"NN"	"ki"	"ki"	"ki"	"ki"	0	1	1	"1"	414.9611	0	1	1
"in"	29	3	"02a"	"IN"	"In"	"H"	"In"	"H"	0	1	1	"0"	415.3259	0	1	1
"my"	264	3	"02a"	"PRP$"	"m2"	"m2"	"m2"	"m2"	0	1	1	"1"	415.354	0	1	1
"opinion"	352	3	"02a"	"NN"	"VpInjVn"	"pInjH"	"V.pIn.jVn"	"pIn.jH"	1	3	2	"??"	415.617	0	1	1
"personal"	574	3	"02a"	"JJ"	"p3sVnP"	"p3SnP"	"p3.sV.nP"	"p3.SnP"	0	3	2	"??"	416.366	0	1	1
"versus"	458	3	"02a"	"IN"	"v3sVs"	"v3sVs"	"v3.sVs"	"v3.sVs"	0	2	2	"10"	416.9377	0	1	1
"inner"	298	3	"02a"	"JJ"	"In3"	"In3"	"I.n3"	"I.n3"	0	2	2	"10"	417.3937	0	1	1
"personal"	418	3	"02a"	"JJ"	"p3sVnP"	"p3snP"	"p3.sV.nP"	"p3s.nP"	0	3	2	"??"	417.6904	0	1	1
"communications"	967	3	"02a"	"NNS"	"kVmjunIk1SVnz"	"kVmjInIk1SInz"	"kVm.ju.nI.k1.SVnz"	"kVm.jI.nI.k1.SInz"	1	5	5	"02010"	418.1063	0	1	1
"and"	327	3	"02a"	"CC"	"{nd"	"{nd"	"{nd"	"{nd"	1	1	1	"0"	419.763	0	1	1
"it's"	265	3	"02a"	"PRP_VBZ"	"Its"	"Idz"	"Its"	"Idz"	0	1	1	"1"	420.1913	0	1	1
"zero"	463	3	"02a"	"VBP"	"zIr5"	"zir5"	"zI.r5"	"zi.r5"	0	2	2	"10"	420.4546	0	1	1
"over"	201	3	"02a"	"IN"	"5v3"	"5vwI"	"5.v3"	"5v.wI"	0	2	2	"10"	420.9153	0	1	1
"here"	205	3	"02a"	"RB"	"hIr"	"hir"	"hIr"	"hir"	0	1	1	"1"	421.1145	0	1	1
"and"	55	3	"02a"	"CC"	"{nd"	"H"	"{nd"	"H"	0	1	1	"0"	421.3177	0	1	1
"we're"	105	3	"02a"	"PRP_VBP"	"wir"	"w3"	"wir"	"w3"	0	1	1	"1"	421.3724	0	1	1
"almost"	294	3	"02a"	"RB"	"Qlm5st"	"QlmUz"	"Ql.m5st"	"Ql.mUz"	0	2	2	"12"	421.4768	0	1	1
"a"	72	3	"02a"	"DT"	"1"	"V"	"1"	"V"	0	1	1	"0"	421.7691	0	1	1
"hundred"	349	3	"02a"	"CD"	"hVndrVd"	"hVnR3d"	"hVn.drVd"	"hVn.R3d"	0	2	2	"10"	421.8409	0	1	1
"percent"	374	3	"02a"	"NN"	"p3sEnt"	"psHY"	"p3.sEnt"	"psHY"	0	2	1	"?"	422.1877	0	1	1
"over"	303	3	"02a"	"IN"	"5v3"	"5v3"	"5.v3"	"5.v3"	0	2	2	"10"	422.5599	0	1	1
"here"	404	3	"02a"	"RB"	"hIr"	"hi3"	"hIr"	"hi.3"	1	1	2	"??"	422.8612	0	1	1
"but"	152	3	"02a"	"CC"	"bVt"	"bV"	"bVt"	"bV"	0	1	1	"1"	423.6762	0	1	1
"when"	239	3	"02a"	"WRB"	"wEn"	"hwEn"	"wEn"	"hwEn"	0	1	1	"1"	423.8275	0	1	1
"we're"	185	3	"02a"	"PRP_VBP"	"wir"	"w3"	"wir"	"w3"	0	1	1	"1"	424.0639	0	1	1
"in"	156	3	"02a"	"IN"	"In"	"In"	"In"	"In"	0	1	1	"0"	424.2474	0	1	1
"this"	205	3	"02a"	"DT"	"DIs"	"nIs"	"DIs"	"nIs"	0	1	1	"1"	424.4028	0	1	1
"inner"	212	3	"02a"	"JJ"	"In3"	"In3"	"I.n3"	"I.n3"	0	2	2	"10"	424.6066	0	1	1
"personal"	553	3	"02a"	"JJ"	"p3sVnP"	"p3SnP"	"p3.sV.nP"	"p3.SnP"	0	3	2	"??"	424.8165	0	1	1
"or"	161	3	"02a"	"CC"	"5r"	"Qr"	"5r"	"Qr"	0	1	1	"1"	425.3663	0	1	1
"global"	488	3	"02a"	"JJ"	"gl5bP"	"gl5bP"	"gl5.bP"	"gl5.bP"	0	2	2	"10"	425.5263	0	1	1
"or"	306	3	"02a"	"CC"	"5r"	"Qr"	"5r"	"Qr"	0	1	1	"1"	426.0113	0	1	1
"massive"	736	3	"02a"	"JJ"	"m{sIv"	"m{sIv"	"m{.sIv"	"m{.sIv"	0	2	2	"10"	426.3163	0	1	1
"whichever"	497	3	"02a"	"WDT"	"wIJEv3"	"hwVJEv3"	"wI.JE.v3"	"hwV.JE.v3"	0	3	3	"010"	427.0502	0	1	1
"term"	329	3	"02a"	"NN"	"t3m"	"t3m"	"t3m"	"t3m"	0	1	1	"1"	427.5439	0	1	1
"is"	106	3	"02a"	"VBZ"	"Iz"	"Iz"	"Iz"	"Iz"	0	1	1	"1"	427.8721	0	1	1
"the"	58	3	"02a"	"DT"	"Di"	"zV"	"Di"	"zV"	0	1	1	"0"	427.9768	0	1	1
"most"	233	3	"02a"	"RBS"	"m5st"	"m5S"	"m5st"	"m5S"	0	1	1	"1"	428.0339	0	1	1
"appropriate"	611	3	"02a"	"JJ"	"Vpr5pri1t"	"Vpr5priIt"	"Vp.r5p.ri.1t"	"Vp.r5p.ri.It"	1	4	4	"0100"	428.2654	0	1	1
"um"	479	3	"02a"	"UH"	"Vm"	"Vm"	"Vm"	"Vm"	1	1	1	"1"	429.2063	0	1	1
"john"	645	3	"02a"	"JJ"	"_Qn"	"_Qn"	"_Qn"	"_Qn"	0	1	1	"1"	430.9921	0	1	1
"doe"	402	3	"02a"	"NN"	"d5"	"d5"	"d5"	"d5"	0	1	1	"1"	431.6353	0	1	1
"who"	160	3	"02a"	"WP"	"hu"	"hu"	"hu"	"hu"	0	1	1	"1"	432.0364	0	1	1
"speak"	453	3	"02a"	"VBP"	"spik"	"Spik"	"spik"	"Spik"	0	1	1	"1"	432.1962	0	1	1
"here"	408	3	"02a"	"RB"	"hIr"	"hir"	"hIr"	"hir"	1	1	1	"1"	432.648	0	1	1
"he"	221	3	"02a"	"PRP"	"hi"	"hi"	"hi"	"hi"	0	1	1	"1"	433.4127	0	1	1
"hasn't"	354	3	"02a"	"VBZ_RB"	"h{zVnt"	"h{zH"	"h{.zVnt"	"h{.zH"	0	2	2	"10"	433.6326	0	1	1
"the"	89	3	"02a"	"DT"	"Di"	"dV"	"Di"	"dV"	0	1	1	"0"	433.9846	0	1	1
"faintest"	496	3	"02a"	"JJS"	"f1ntVst"	"f1nVs"	"f1n.tVst"	"f1.nVs"	0	2	2	"10"	434.0731	0	1	1
"idea"	511	3	"02a"	"NN"	"2diV"	"2RiV"	"2.di.V"	"2.Ri.V"	0	3	3	"010"	434.566	0	1	1
"who"	149	3	"02a"	"WP"	"hu"	"hu"	"hu"	"hu"	0	1	1	"1"	435.074	0	1	1
"jane"	480	3	"02a"	"NNP"	"_1n"	"_1n"	"_1n"	"_1n"	0	1	1	"1"	435.2216	0	1	1
"doe"	304	3	"02a"	"NN"	"d5"	"d5"	"d5"	"d5"	0	1	1	"1"	435.6998	0	1	1
"is"	245	3	"02a"	"VBZ"	"Iz"	"Iz"	"Iz"	"Iz"	0	1	1	"1"	436.0026	0	1	1
"over"	297	3	"02a"	"IN"	"5v3"	"5vwi"	"5.v3"	"5v.wi"	0	2	2	"10"	436.2463	0	1	1
"here"	395	3	"02a"	"RB"	"hIr"	"hir"	"hIr"	"hir"	1	1	1	"1"	436.5426	0	1	1
"on"	208	3	"02a"	"IN"	"Qn"	"Qn"	"Qn"	"Qn"	0	1	1	"1"	437.4046	0	1	1
"the"	105	3	"02a"	"DT"	"Di"	"nV"	"Di"	"nV"	0	1	1	"0"	437.6113	0	1	1
"personal"	915	3	"02a"	"JJ"	"p3sVnP"	"p3SVnP"	"p3.sV.nP"	"p3.SV.nP"	1	3	3	"100"	437.7153	0	1	1
"it"	158	3	"02a"	"PRP"	"It"	"IY"	"It"	"IY"	0	1	1	"1"	439.1317	0	1	1
"used"	457	3	"02a"	"VBD"	"juzd"	"just"	"juzd"	"just"	0	1	1	"1"	439.2885	0	1	1
"to"	116	3	"02a"	"TO"	"tu"	"tU"	"tu"	"tU"	0	1	1	"1"	439.7421	0	1	1
"be"	407	3	"02a"	"VB"	"bi"	"bi"	"bi"	"bi"	1	1	1	"1"	439.8562	0	1	1
"that"	207	3	"02a"	"DT"	"D{t"	"DEY"	"D{t"	"DEY"	0	1	1	"1"	440.4352	0	1	1
"yeah"	370	3	"02a"	"UH"	"j{"	"j{"	"j{"	"j{"	0	1	1	"1"	440.6413	0	1	1
"you"	257	3	"02a"	"PRP"	"ju"	"ju"	"ju"	"ju"	0	1	1	"1"	441.0107	0	1	1
"knew"	261	3	"02a"	"VBD"	"nu"	"nu"	"nu"	"nu"	0	1	1	"1"	441.2671	0	1	1
"who"	229	3	"02a"	"WP"	"hu"	"hu"	"hu"	"hu"	0	1	1	"1"	441.5271	0	1	1
